,Anticipation,joy,Trust,Fear,Surprise,Sadness,Disgust,Anger
16,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5,0.6333333333333333,0.3666666666666667,0.1,0.13333333333333333
17,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5666666666666668,0.7000000000000001,0.39999999999999997,0.1,0.16666666666666666
18,0.6666666666666666,0.16666666666666666,0.26666666666666666,0.5666666666666667,0.6333333333333333,0.2333333333333333,0.06666666666666667,0.13333333333333333
19,0.7,0.16666666666666666,0.26666666666666666,0.6,0.6666666666666666,0.2333333333333333,0.06666666666666667,0.13333333333333333
20,0.7,0.13333333333333333,0.2333333333333333,0.6000000000000001,0.5333333333333333,0.20000000000000004,0.06666666666666667,0.1
21,0.7,0.13333333333333333,0.2333333333333333,0.6666666666666666,0.6,0.23333333333333336,0.1,0.1
22,0.7,0.13333333333333333,0.2333333333333333,0.5333333333333333,0.6,0.2,0.1,0.1
23,0.5666666666666667,0.13333333333333333,0.2333333333333333,0.39999999999999997,0.5666666666666667,0.16666666666666666,0.06666666666666667,0.06666666666666667
24,0.6,0.1,0.2,0.43333333333333335,0.49999999999999994,0.20000000000000004,0.06666666666666667,0.06666666666666667
25,0.6,0.13333333333333333,0.2333333333333333,0.5,0.5666666666666665,0.20000000000000004,0.06666666666666667,0.06666666666666667
26,0.7333333333333334,0.13333333333333333,0.2333333333333333,0.6333333333333333,0.7333333333333333,0.23333333333333336,0.1,0.1
27,0.7,0.16666666666666666,0.26666666666666666,0.5333333333333333,0.7333333333333334,0.16666666666666666,0.06666666666666667,0.06666666666666667
28,0.7,0.16666666666666666,0.26666666666666666,0.5333333333333333,0.7333333333333334,0.13333333333333333,0.03333333333333333,0.03333333333333333
29,0.7,0.2,0.3,0.5333333333333333,0.7333333333333334,0.13333333333333333,0.03333333333333333,0.03333333333333333
30,0.5333333333333333,0.16666666666666666,0.2333333333333333,0.5000000000000001,0.6,0.16666666666666666,0.06666666666666667,0.06666666666666667
31,0.3666666666666667,0.13333333333333333,0.19999999999999998,0.4000000000000001,0.39999999999999997,0.3333333333333333,0.1,0.1
32,0.3333333333333334,0.13333333333333333,0.20000000000000004,0.3333333333333333,0.3,0.5,0.1,0.1
33,0.4666666666666668,0.16666666666666666,0.26666666666666666,0.3666666666666667,0.39999999999999997,0.49999999999999994,0.1,0.1
34,0.5,0.16666666666666666,0.26666666666666666,0.4,0.4333333333333333,0.3666666666666667,0.1,0.1
35,0.3666666666666667,0.13333333333333333,0.20000000000000004,0.3666666666666667,0.3333333333333333,0.16666666666666666,0.1,0.1
36,0.3666666666666667,0.13333333333333333,0.20000000000000004,0.3666666666666667,0.3333333333333333,0.16666666666666666,0.1,0.1
37,0.3666666666666667,0.16666666666666666,0.26666666666666666,0.30000000000000004,0.3333333333333333,0.13333333333333333,0.1,0.1
38,0.3666666666666667,0.16666666666666666,0.26666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.1,0.1
39,0.2333333333333334,0.13333333333333333,0.23333333333333336,0.4000000000000001,0.5666666666666665,0.19999999999999998,0.1,0.1
40,0.3666666666666667,0.1,0.16666666666666666,0.4666666666666666,0.7333333333333333,0.19999999999999998,0.06666666666666667,0.06666666666666667
41,0.5333333333333333,0.13333333333333333,0.23333333333333336,0.5,0.7666666666666666,0.19999999999999998,0.06666666666666667,0.06666666666666667
42,0.7,0.16666666666666666,0.26666666666666666,0.5,0.8,0.16666666666666666,0.06666666666666667,0.06666666666666667
43,0.7,0.2,0.3,0.5000000000000001,0.8,0.16666666666666666,0.06666666666666667,0.1
44,0.7,0.2,0.3,0.5333333333333333,0.8,0.19999999999999998,0.06666666666666667,0.13333333333333333
45,0.5666666666666668,0.16666666666666666,0.26666666666666666,0.5333333333333333,0.6666666666666666,0.3666666666666667,0.06666666666666667,0.16666666666666666
46,0.5666666666666667,0.16666666666666666,0.26666666666666666,0.6,0.6666666666666666,0.4666666666666666,0.1,0.16666666666666666
47,0.5666666666666667,0.13333333333333333,0.2333333333333333,0.5333333333333333,0.6,0.46666666666666673,0.1,0.13333333333333333
48,0.6666666666666666,0.13333333333333333,0.2333333333333333,0.4666666666666666,0.7000000000000001,0.39999999999999997,0.1,0.13333333333333333
49,0.6666666666666666,0.13333333333333333,0.2333333333333333,0.4,0.6999999999999998,0.3666666666666667,0.1,0.13333333333333333
50,0.7000000000000001,0.3333333333333333,0.26666666666666666,0.3333333333333334,0.6999999999999998,0.3,0.06666666666666667,0.10000000000000002
51,0.7333333333333334,0.36666666666666664,0.3,0.3333333333333334,0.6666666666666666,0.19999999999999998,0.06666666666666667,0.06666666666666667
52,0.7333333333333334,0.5,0.3,0.2666666666666667,0.5666666666666665,0.13333333333333333,0.03333333333333333,0.03333333333333333
53,0.7,0.3333333333333333,0.2333333333333333,0.3333333333333333,0.46666666666666656,0.3,0.06666666666666667,0.06666666666666667
54,0.7,0.3333333333333333,0.2333333333333333,0.4000000000000001,0.4333333333333333,0.4666666666666666,0.06666666666666667,0.10000000000000002
55,0.7,0.2,0.2333333333333333,0.4666666666666666,0.4333333333333333,0.6333333333333333,0.1,0.13333333333333333
56,0.7,0.2,0.3,0.5333333333333333,0.6,0.5666666666666667,0.1,0.16666666666666666
57,0.7,0.2,0.3,0.4666666666666666,0.6333333333333333,0.5,0.1,0.16666666666666666
58,0.7,0.2,0.3,0.5,0.7333333333333333,0.39999999999999997,0.1,0.16666666666666666
59,0.7,0.2,0.3,0.4333333333333334,0.7333333333333333,0.3,0.1,0.13333333333333333
60,0.7,0.16666666666666666,0.2666666666666666,0.4333333333333334,0.6333333333333332,0.16666666666666666,0.1,0.1
61,0.7,0.13333333333333333,0.2333333333333333,0.46666666666666673,0.46666666666666656,0.1,0.1,0.1
62,0.7,0.13333333333333333,0.2333333333333333,0.6,0.3999999999999999,0.20000000000000004,0.13333333333333333,0.1
63,0.6666666666666666,0.13333333333333333,0.2333333333333333,0.7000000000000001,0.46666666666666656,0.26666666666666666,0.16666666666666666,0.1
64,0.6333333333333334,0.13333333333333333,0.2333333333333333,0.7333333333333334,0.49999999999999983,0.3333333333333333,0.3,0.13333333333333333
65,0.6,0.1,0.2,0.7,0.4333333333333333,0.26666666666666666,0.3333333333333333,0.13333333333333333
66,0.6333333333333334,0.13333333333333333,0.2333333333333333,0.6666666666666666,0.49999999999999994,0.23333333333333336,0.3,0.13333333333333333
67,0.6666666666666666,0.3,0.2333333333333333,0.46666666666666673,0.46666666666666656,0.1666666666666667,0.16666666666666666,0.1
68,0.7,0.3333333333333333,0.26666666666666666,0.3666666666666667,0.6,0.13333333333333336,0.1,0.1
69,0.7333333333333334,0.5,0.26666666666666666,0.2333333333333334,0.5666666666666665,0.1,0.06666666666666665,0.06666666666666667
70,0.7333333333333334,0.36666666666666664,0.3,0.3333333333333334,0.6666666666666666,0.1,0.03333333333333332,0.03333333333333333
71,0.7333333333333334,0.3666666666666667,0.3,0.4000000000000001,0.5666666666666665,0.13333333333333336,0.03333333333333332,0.03333333333333333
72,0.7,0.2,0.3,0.5333333333333333,0.6333333333333332,0.23333333333333336,0.06666666666666665,0.06666666666666667
73,0.7333333333333334,0.3333333333333333,0.3,0.4666666666666666,0.5666666666666665,0.23333333333333336,0.06666666666666665,0.06666666666666667
74,0.7333333333333334,0.3333333333333333,0.3,0.46666666666666673,0.6333333333333333,0.3666666666666667,0.06666666666666665,0.10000000000000002
75,0.7333333333333334,0.3333333333333333,0.3,0.46666666666666673,0.6333333333333333,0.4666666666666666,0.06666666666666665,0.20000000000000004
76,0.7,0.2,0.3,0.6,0.7666666666666666,0.6,0.1,0.26666666666666666
77,0.5333333333333333,0.16666666666666666,0.26666666666666666,0.6,0.6333333333333332,0.6333333333333333,0.1,0.2666666666666667
78,0.3666666666666667,0.13333333333333333,0.2333333333333333,0.5333333333333333,0.46666666666666656,0.6,0.1,0.30000000000000004
79,0.2333333333333334,0.1,0.2,0.46666666666666673,0.3,0.6333333333333333,0.1,0.4000000000000001
80,0.36666666666666675,0.13333333333333333,0.2333333333333333,0.4,0.36666666666666653,0.5,0.1,0.39999999999999997
81,0.36666666666666675,0.13333333333333333,0.2333333333333333,0.4,0.36666666666666653,0.5,0.1,0.30000000000000004
82,0.5000000000000001,0.16666666666666666,0.26666666666666666,0.4,0.46666666666666656,0.4666666666666666,0.1,0.2
83,0.5333333333333334,0.16666666666666666,0.26666666666666666,0.30000000000000004,0.49999999999999983,0.43333333333333335,0.1,0.1666666666666667
84,0.7,0.2,0.3,0.30000000000000004,0.5666666666666665,0.3333333333333333,0.1,0.1333333333333334
85,0.7333333333333334,0.2,0.3,0.20000000000000004,0.4333333333333333,0.20000000000000004,0.06666666666666665,0.06666666666666671
86,0.7333333333333334,0.2,0.3,0.30000000000000004,0.3999999999999999,0.2333333333333334,0.06666666666666665,0.06666666666666671
87,0.7333333333333334,0.2,0.3,0.3666666666666667,0.49999999999999994,0.2666666666666667,0.06666666666666665,0.10000000000000005
88,0.7,0.2,0.3,0.4666666666666666,0.6333333333333333,0.3333333333333334,0.1,0.1333333333333334
